id,name,state,url
K000360,Sen. Mark Kirk,IL,https://www.kirk.senate.gov
K000363,Rep. John Kline,MN,http://kline.house.gov
L000573,Rep. Raúl Labrador,ID,http://labrador.house.gov
L000564,Rep. Doug Lamborn,CO,http://lamborn.house.gov
L000567,Rep. Leonard Lance,NJ,http://lance.house.gov
L000559,Rep. James Langevin,RI,http://langevin.house.gov
L000575,Sen. James Lankford,OK,http://www.lankford.senate.gov
L000560,Rep. Rick Larsen,WA,http://larsen.house.gov
L000557,Rep. John Larson,CT,http://larson.house.gov
L000566,Rep. Robert Latta,OH,http://latta.house.gov
L000174,Sen. Patrick Leahy,VT,http://www.leahy.senate.gov
L000551,Rep. Barbara Lee,CA,http://lee.house.gov
L000577,Sen. Mike Lee,UT,http://www.lee.senate.gov
L000263,Rep. Sander Levin,MI,http://levin.house.gov
L000287,Rep. John Lewis,GA,http://johnlewis.house.gov
L000563,Rep. Daniel Lipinski,IL,http://lipinski.house.gov
L000554,Rep. Frank LoBiondo,NJ,http://lobiondo.house.gov
L000565,Rep. David Loebsack,IA,http://loebsack.house.gov
L000397,Rep. Zoe Lofgren,CA,https://lofgren.house.gov
L000576,Rep. Billy Long,MO,http://long.house.gov
L000480,Rep. Nita Lowey,NY,http://lowey.house.gov
L000491,Rep. Frank Lucas,OK,http://lucas.house.gov
L000569,Rep. Blaine Luetkemeyer,MO,http://luetkemeyer.house.gov
L000570,Rep. Ben Luján,NM,http://lujan.house.gov
L000571,Rep. Cynthia Lummis,WY,http://lummis.house.gov
L000562,Rep. Stephen Lynch,MA,http://lynch.house.gov
M000087,Rep. Carolyn Maloney,NY,http://maloney.house.gov
M001158,Rep. Kenny Marchant,TX,http://marchant.house.gov
M001179,Rep. Tom Marino,PA,http://marino.house.gov
M000133,Sen. Edward Markey,MA,http://www.markey.senate.gov
M001163,Rep. Doris Matsui,CA,http://matsui.house.gov
M000303,Sen. John McCain,AZ,http://www.mccain.senate.gov
M001165,Rep. Kevin McCarthy,CA,http://kevinmccarthy.house.gov
M001157,Rep. Michael McCaul,TX,http://mccaul.house.gov
M001177,Rep. Tom McClintock,CA,http://mcclintock.house.gov
M001143,Rep. Betty McCollum,MN,http://mccollum.house.gov
M000404,Rep. Jim McDermott,WA,http://mcdermott.house.gov
M000312,Rep. James McGovern,MA,http://mcgovern.house.gov
M001156,Rep. Patrick McHenry,NC,http://mchenry.house.gov
M001180,Rep. David McKinley,WV,http://mckinley.house.gov
M001159,Rep. Cathy McMorris Rodgers,WA,http://mcmorris.house.gov
M001166,Rep. Jerry McNerney,CA,http://mcnerney.house.gov
M001181,Rep. Patrick Meehan,PA,https://meehan.house.gov
M001137,Rep. Gregory Meeks,NY,http://meeks.house.gov
M000689,Rep. John Mica,FL,http://mica.house.gov
M000702,Sen. Barbara Mikulski,MD,http://www.mikulski.senate.gov
M001150,Rep. Candice Miller,MI,http://candicemiller.house.gov
M001144,Rep. Jeff Miller,FL,http://jeffmiller.house.gov
M001160,Rep. Gwen Moore,WI,http://gwenmoore.house.gov
M000934,Sen. Jerry Moran,KS,http://www.moran.senate.gov
M001182,Rep. Mick Mulvaney,SC,https://mulvaney.house.gov
M001153,Sen. Lisa Murkowski,AK,https://www.murkowski.senate.gov
M001169,Sen. Christopher Murphy,CT,http://www.murphy.senate.gov
M001151,Rep. Tim Murphy,PA,http://murphy.house.gov
M001111,Sen. Patty Murray,WA,http://www.murray.senate.gov
N000002,Rep. Jerrold Nadler,NY,http://nadler.house.gov
N000179,Rep. Grace Napolitano,CA,http://napolitano.house.gov
N000015,Rep. Richard Neal,MA,http://neal.house.gov
N000182,Rep. Randy Neugebauer,TX,http://randy.house.gov
N000184,Rep. Kristi Noem,SD,https://noem.house.gov
N000147,Rep. Eleanor Norton,DC,http://norton.house.gov
N000185,Rep. Richard Nugent,FL,https://nugent.house.gov
N000181,Rep. Devin Nunes,CA,http://nunes.house.gov
O000168,Rep. Pete Olson,TX,http://olson.house.gov
P000601,Rep. Steven Palazzo,MS,http://palazzo.house.gov
P000034,Rep. Frank Pallone,NJ,https://pallone.house.gov
P000096,Rep. Bill Pascrell,NJ,http://pascrell.house.gov
P000603,Sen. Rand Paul,KY,https://www.paul.senate.gov
P000594,Rep. Erik Paulsen,MN,http://paulsen.house.gov
P000588,Rep. Stevan Pearce,NM,http://pearce.house.gov
P000197,Rep. Nancy Pelosi,CA,http://pelosi.house.gov
P000593,Rep. Ed Perlmutter,CO,http://perlmutter.house.gov
P000595,Sen. Gary Peters,MI,http://www.peters.senate.gov
P000258,Rep. Collin Peterson,MN,http://collinpeterson.house.gov
P000596,Rep. Pedro Pierluisi,PR,http://pierluisi.house.gov
P000597,Rep. Chellie Pingree,ME,https://pingree.house.gov
P000373,Rep. Joseph Pitts,PA,http://pitts.house.gov
P000592,Rep. Ted Poe,TX,https://poe.house.gov
P000598,Rep. Jared Polis,CO,http://polis.house.gov
P000602,Rep. Mike Pompeo,KS,http://pompeo.house.gov
P000449,Sen. Robert Portman,OH,http://www.portman.senate.gov
P000599,Rep. Bill Posey,FL,http://posey.house.gov
P000523,Rep. David Price,NC,http://price.house.gov
P000591,Rep. Tom Price,GA,https://tomprice.house.gov
Q000023,Rep. Mike Quigley,IL,http://quigley.house.gov
R000053,Rep. Charles Rangel,NY,http://rangel.house.gov
R000585,Rep. Tom Reed,NY,http://reed.house.gov
R000578,Rep. David Reichert,WA,http://reichert.house.gov
R000146,Sen. Harry Reid,NV,http://www.reid.senate.gov
R000586,Rep. James Renacci,OH,https://renacci.house.gov
R000587,Rep. Reid Ribble,WI,http://ribble.house.gov
R000588,Rep. Cedric Richmond,LA,http://richmond.house.gov
R000589,Rep. Edward Rigell,VA,http://rigell.house.gov
R000591,Rep. Martha Roby,AL,http://roby.house.gov
R000582,Rep. David Roe,TN,http://roe.house.gov
R000395,Rep. Harold Rogers,KY,http://halrogers.house.gov
R000575,Rep. Mike Rogers,AL,http://mikerogers.house.gov
R000409,Rep. Dana Rohrabacher,CA,http://rohrabacher.house.gov
R000592,Rep. Todd Rokita,IN,http://rokita.house.gov
R000583,Rep. Thomas Rooney,FL,https://rooney.house.gov
R000435,Rep. Ileana Ros-Lehtinen,FL,http://ros-lehtinen.house.gov
R000580,Rep. Peter Roskam,IL,http://roskam.house.gov
R000593,Rep. Dennis Ross,FL,http://dennisross.house.gov
R000486,Rep. Lucille Roybal-Allard,CA,http://roybal-allard.house.gov
R000487,Rep. Edward Royce,CA,http://royce.house.gov
R000595,Sen. Marco Rubio,FL,http://www.rubio.senate.gov
R000576,Rep. C. Ruppersberger,MD,http://ruppersberger.house.gov
R000515,Rep. Bobby Rush,IL,http://rush.house.gov
R000570,Rep. Paul Ryan,WI,http://paulryan.house.gov
